model,n_qubits,n_reuploads,seed,total_epochs,l2_error,pde_residual_error,train_loss,wall_clock_elapsed_sec
quantum_pinn,3,1,0,200,0.6620253471842071,0.02797906927356432,0.12366401803989946
quantum_pinn,3,1,0,300,0.6447321699104596,0.031793425976123814,0.12555487466254545
quantum_pinn,3,1,0,400,0.6437132445957957,0.032832011275649935,0.11878815574561342
quantum_pinn,3,1,0,500,0.637507145693975,0.034148338627607404,0.11558689507995817
quantum_pinn,5,1,0,200,0.6451333332222517,0.030298751154512315,0.11613779464659915
quantum_pinn,5,1,0,300,0.6408485371226521,0.030963634722956757,0.12145696546507227
quantum_pinn,5,1,0,400,0.6319783875154602,0.03399505098340828,0.11316515049873734
quantum_pinn,5,1,0,500,0.631891115248825,0.03221241449907901,0.1128006031948598
classical_matched,,,0,200,0.9085314131535581,0.0012739211801830446,0.18985769550034562
classical_matched,,,0,300,0.907921346393011,0.0012913464812985959,0.1895628010361482
classical_matched,,,0,400,0.9090470238453477,0.001071506097764381,0.1896423585250273
classical_matched,,,0,500,0.9088412123944515,0.0010624119519152824,0.18890385261246215
quantum_pinn,3,5,0,200,0.6453076156992206,0.029906166470888437,0.11485875564530318
quantum_pinn,3,5,0,300,0.6403634723475992,0.02794058148087051,0.11857913805037096
quantum_pinn,3,5,0,400,0.6242277816617398,0.032171477267119025,0.10698709187283995
quantum_pinn,3,5,0,500,0.6375835333907104,0.02491572597693805,0.11434076124407888
quantum_pinn,5,5,0,200,0.6064352924119386,0.030678387316298048,0.10235893251173446
quantum_pinn,5,5,0,300,0.6121199173999633,0.02663586517299001,0.10428224823050902
quantum_pinn,5,5,0,400,0.5791605210214471,0.03297717253434043,0.09781504735524059
quantum_pinn,5,5,0,500,0.5943868653104416,0.026760628776733908,0.09322228743545419
quantum_pinn,3,1,1,200,0.6448060984774789,0.02871716599503364,0.12434017474417564,679.2480444908142
quantum_pinn,3,1,1,300,0.6309095126711745,0.03453297174850469,0.10746421997191252,1187.6910119056702
quantum_pinn,3,1,1,400,0.6296211620713329,0.03472840910839499,0.11424514226327691,1696.1616652011871
quantum_pinn,3,1,1,500,0.6400360407414705,0.03137693869732159,0.10578665602497947,2206.977402448654
quantum_pinn,5,5,1,200,0.6481081438071978,0.03346917907579038,0.11162067225054643,3807.1851902008057
quantum_pinn,5,5,1,300,0.6284942524649482,0.027528021523676928,0.1099926294204091,7443.609803676605
quantum_pinn,5,5,1,400,0.6687635939652046,0.04145653791687716,0.12593242826127812,11037.403556585312
quantum_pinn,5,5,1,500,0.6185080323217136,0.027267357690279978,0.09638638081633707,14638.992931604385
quantum_pinn,5,1,1,200,0.6498560504611223,0.02826105431419817,0.12318258007554128,577.560937166214
quantum_pinn,5,1,1,300,0.6292014742637463,0.03514945083565363,0.10906160001328379,1143.3868849277496
quantum_pinn,5,1,1,400,0.6276160018820155,0.036002947758780865,0.1127432119509251,2000.873672246933
quantum_pinn,5,1,1,500,0.6395994783417104,0.031177841161002702,0.10803445494826534,2531.7965989112854
